jd,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,F10,F81,S10,S10B,XM10,XM10B
2458959.0,0,3,3,3,3,3,0,0,68.6,69.6,55.6,57.0,67.3,70.4
2458960.0,7,15,27,48,48,7,3,3,68.2,69.6,55.9,57.0,70.5,70.5
2458961.0,7,7,3,7,7,27,7,15,69.1,69.6,56.0,57.1,67.8,70.6
2458962.0,15,15,7,3,7,3,3,7,70.7,69.5,56.3,57.1,69.4,70.7
2458963.0,3,7,3,3,3,0,0,7,68.7,69.6,56.7,57.1,69.3,70.8
2458964.0,15,3,3,3,3,7,7,15,69.7,69.6,56.9,57.2,72.3,71.0
2458965.0,15,7,7,3,3,3,0,0,68.9,69.6,56.8,57.3,71.0,71.2
2458966.0,3,7,3,7,7,7,7,7,69.2,69.6,56.9,57.3,71.2,71.3
2458967.0,15,7,7,3,7,7,7,7,69.0,69.6,57.5,57.4,72.1,71.4
2458968.0,15,3,3,7,7,3,3,3,69.0,69.6,57.2,57.4,72.7,71.5
2458969.0,3,3,0,0,3,3,3,3,69.9,69.6,58.0,57.4,73.3,71.7
2458970.0,3,0,0,0,0,0,0,0,69.8,69.6,58.4,57.5,75.5,71.8
2458971.0,3,3,15,7,7,3,0,3,70.2,69.6,58.5,57.5,72.9,71.9
2458972.0,3,7,7,3,3,3,0,3,69.2,69.6,57.9,57.6,72.8,72.0
2458973.0,3,7,3,0,3,0,7,15,68.7,69.6,57.6,57.6,70.8,72.1
2458974.0,7,3,3,3,7,3,0,7,69.3,69.6,57.6,57.6,71.9,72.1
2458975.0,3,7,3,3,3,7,3,7,69.3,69.6,57.6,57.6,71.7,72.1
2458976.0,15,7,3,0,3,3,3,3,69.8,69.6,57.4,57.7,69.9,72.2
2458977.0,3,3,7,3,3,0,0,3,68.7,69.6,56.7,57.7,69.9,72.2
2458978.0,3,3,3,3,3,0,3,3,67.9,69.6,56.9,57.8,70.4,72.3
2458979.0,3,0,0,3,3,3,3,0,71.0,69.6,56.8,57.8,71.3,72.4
2458980.0,0,0,3,3,3,3,7,15,67.9,69.6,56.0,57.8,72.7,72.4
2458981.0,7,7,7,7,3,0,0,3,66.2,69.5,55.1,57.8,67.3,72.5
2458982.0,3,3,3,0,3,3,3,15,68.9,69.5,55.5,57.8,68.5,72.5
2458983.0,7,3,3,3,3,3,0,3,68.8,69.5,56.1,57.8,69.5,72.6
2458984.0,3,3,3,3,3,3,0,3,67.2,69.5,56.6,57.8,71.5,72.6
2458985.0,3,7,7,3,3,3,0,3,67.8,69.4,57.2,57.8,70.5,72.6
2458986.0,3,3,3,3,7,3,0,3,69.4,69.4,57.9,57.8,69.4,72.6
2458987.0,0,3,3,3,3,3,3,3,69.6,69.4,58.9,57.8,70.6,72.6
2458988.0,0,3,0,3,3,7,3,3,70.2,69.3,59.3,57.8,76.3,72.7
2458989.0,3,3,7,7,7,3,3,7,68.7,69.3,58.5,57.9,72.9,72.7
2458990.0,7,0,0,3,3,3,3,3,69.6,69.3,58.4,57.9,72.4,72.7
2458991.0,3,7,3,3,3,3,3,7,70.2,69.3,58.7,57.9,76.8,72.7
2458992.0,7,3,7,3,7,7,7,3,70.8,69.3,59.1,57.9,78.0,72.7
2458993.0,7,7,3,3,3,3,3,0,69.1,69.2,58.8,57.9,77.3,72.8
2458994.0,3,3,3,3,7,15,7,3,68.8,69.2,58.4,58.0,75.1,72.8
2458995.0,7,3,7,3,7,3,3,7,70.3,69.2,58.4,58.0,75.9,72.9
2458996.0,7,3,3,3,3,0,0,7,69.7,69.2,58.4,58.0,73.7,73.0
2458997.0,3,0,0,3,3,3,3,0,68.0,69.2,58.5,58.1,74.4,73.1
2458998.0,3,3,3,3,3,3,3,3,67.5,69.2,58.8,58.1,74.3,73.2
2458999.0,3,0,3,0,3,0,0,7,69.6,69.2,59.4,58.1,74.7,73.2
2459000.0,7,15,15,15,15,7,15,15,70.0,69.2,59.8,58.1,75.1,73.3
2459001.0,7,3,3,3,3,3,3,3,70.8,69.2,59.4,58.2,74.7,73.3
2459002.0,3,7,0,3,3,3,15,15,69.2,69.2,59.3,58.2,75.0,73.4
2459003.0,7,15,7,3,7,3,7,3,70.4,69.2,59.9,58.2,74.7,73.4
2459004.0,3,3,3,3,3,3,3,3,70.0,69.2,60.2,58.2,76.8,73.4
2459005.0,3,3,7,0,3,3,7,7,70.1,69.2,60.2,58.2,79.4,73.4
2459006.0,3,3,3,3,3,3,0,3,71.1,69.2,60.1,58.2,78.3,73.4
2459007.0,3,3,3,3,3,0,0,0,71.6,69.2,60.3,58.2,77.7,73.4
2459008.0,3,7,3,3,3,7,27,15,71.6,69.2,60.4,58.2,79.1,73.4
2459009.0,7,7,3,3,3,3,3,0,71.0,69.1,60.4,58.2,79.7,73.4
2459010.0,3,3,0,3,3,3,7,15,72.4,69.1,60.4,58.2,77.9,73.4
2459011.0,7,7,7,15,3,3,3,3,71.0,69.1,60.7,58.2,78.6,73.3
2459012.0,3,7,3,3,3,3,0,0,71.5,69.1,60.2,58.2,77.9,73.3
2459013.0,3,3,3,3,3,3,3,3,70.5,69.1,59.6,58.2,74.9,73.3
2459014.0,0,3,3,0,3,3,0,0,69.4,69.1,59.1,58.2,72.1,73.3
2459015.0,0,0,0,0,0,0,3,3,70.2,69.1,59.2,58.2,73.7,73.3
2459016.0,3,3,3,7,3,3,3,0,70.4,69.2,58.8,58.2,73.5,73.3
2459017.0,3,3,7,3,3,3,7,7,69.3,69.2,58.6,58.2,71.5,73.4
2459018.0,7,3,3,7,7,3,0,0,68.8,69.2,58.9,58.3,73.3,73.4
2459019.0,3,7,3,3,3,3,3,3,67.9,69.3,58.0,58.3,74.3,73.5
2459020.0,3,7,0,3,3,3,7,7,68.8,69.3,57.7,58.4,72.4,73.6
2459021.0,7,7,7,3,3,3,3,3,67.8,69.3,57.9,58.5,74.2,73.7
2459022.0,3,3,3,3,3,3,3,3,67.6,69.4,57.4,58.5,73.0,73.8
2459023.0,3,3,3,3,3,3,0,7,67.6,69.5,57.1,58.6,73.3,74.0
2459024.0,3,3,3,3,3,3,3,7,67.1,69.5,57.0,58.7,70.4,74.1
2459025.0,7,7,3,3,3,3,3,3,66.9,69.6,57.0,58.8,71.3,74.2
2459026.0,3,3,3,0,3,3,0,7,68.9,69.6,57.4,58.8,71.0,74.4
2459027.0,7,0,3,3,3,3,7,15,67.8,69.7,57.4,58.9,72.0,74.5
2459028.0,7,3,7,7,15,3,3,7,68.9,69.7,57.8,58.9,73.3,74.7
2459029.0,7,3,3,3,3,3,3,3,69.2,69.8,58.0,58.9,71.3,74.8
2459030.0,3,3,0,0,3,3,3,0,68.7,69.9,58.3,59.0,71.7,74.9
2459031.0,7,7,7,0,3,3,0,7,68.1,69.9,58.8,59.0,73.1,75.0
2459032.0,3,3,3,3,3,0,7,15,68.9,70.0,58.5,59.0,72.0,75.0
2459033.0,3,3,3,0,3,3,3,3,68.0,70.0,58.2,59.0,74.5,75.0
2459034.0,3,3,3,3,3,3,3,3,69.3,70.0,58.4,59.0,74.2,75.0
2459035.0,3,3,3,7,7,3,15,15,69.5,70.1,58.8,59.1,74.9,75.0
2459036.0,7,15,15,15,7,3,7,15,69.4,70.1,58.3,59.1,72.9,75.1
2459037.0,7,3,7,3,7,3,3,3,68.5,70.1,57.8,59.0,73.2,75.1
2459038.0,3,3,7,3,3,3,0,3,67.7,70.1,57.6,59.1,74.8,75.1
2459039.0,0,3,0,0,0,0,0,3,67.2,70.2,57.0,59.1,71.0,75.1
2459040.0,3,3,3,3,3,3,3,3,68.7,70.2,57.6,59.1,74.3,75.1
2459041.0,0,3,7,3,0,3,0,3,68.8,70.2,58.1,59.1,73.3,75.0
2459042.0,3,0,0,3,0,0,3,3,68.7,70.2,57.5,59.1,73.1,75.1
2459043.0,3,3,3,3,3,3,0,3,67.6,70.2,57.4,59.1,70.7,75.1
2459044.0,3,7,7,7,3,3,3,15,68.2,70.2,57.2,59.1,70.2,75.1
2459045.0,27,27,27,7,7,3,0,3,68.9,70.2,57.5,59.1,71.0,75.0
2459046.0,0,7,7,7,7,7,3,0,68.4,70.2,57.4,59.1,70.4,75.0
2459047.0,0,0,0,7,7,3,3,3,68.7,70.2,57.6,59.0,72.4,74.9
2459048.0,3,3,3,3,3,7,3,3,69.0,70.2,57.4,59.0,71.6,74.8
2459049.0,3,3,3,3,3,3,3,3,67.8,70.2,56.9,59.0,71.9,74.7
2459050.0,0,3,3,3,7,3,3,3,68.9,70.2,57.2,59.0,71.8,74.6
2459051.0,3,3,3,3,3,3,3,3,69.3,70.1,57.9,59.0,71.9,74.6
2459052.0,3,3,3,3,3,3,0,3,69.8,70.1,58.0,59.0,71.3,74.5
2459053.0,3,3,3,3,3,3,3,3,70.0,70.1,57.6,58.9,72.4,74.5
2459054.0,3,3,3,3,7,3,0,3,70.3,70.1,57.6,58.9,73.7,74.5
2459055.0,3,15,15,7,7,15,7,15,69.5,70.1,57.6,58.9,71.5,74.5
2459056.0,27,15,15,7,7,7,7,27,70.4,70.1,58.5,58.9,73.0,74.5
2459057.0,7,3,0,3,3,0,0,3,71.4,70.1,59.2,58.9,74.5,74.5
2459058.0,3,3,3,3,3,3,3,3,71.4,70.1,60.2,58.9,72.1,74.5
2459059.0,7,3,3,3,3,3,3,3,71.8,70.1,61.3,58.9,75.4,74.5
2459060.0,7,3,7,3,3,3,3,3,72.6,70.1,61.4,58.9,78.6,74.5
2459061.0,3,3,7,3,0,0,0,3,73.3,70.1,62.0,58.9,79.3,74.5
2459062.0,3,3,3,3,7,3,3,3,72.3,70.1,62.2,58.9,78.8,74.5
2459063.0,0,3,0,3,3,3,3,3,72.0,70.2,62.3,58.9,80.6,74.5
2459064.0,3,3,3,15,15,15,7,15,72.7,70.2,62.5,59.0,81.6,74.5
2459065.0,27,15,15,15,7,15,15,15,72.7,70.2,62.2,59.0,81.6,74.5
2459066.0,7,27,7,7,7,3,7,7,73.0,70.2,61.9,58.9,82.5,74.4
2459067.0,7,7,3,3,3,3,7,3,73.4,70.2,61.7,58.9,82.9,74.4
2459068.0,3,7,3,3,7,7,0,7,73.1,70.2,61.6,58.9,83.4,74.4
2459069.0,7,3,3,3,3,3,3,7,74.0,70.3,61.5,58.9,83.4,74.4
2459070.0,7,7,7,3,3,3,3,0,74.7,70.3,61.6,58.9,83.0,74.3
2459071.0,0,3,0,3,3,0,0,3,73.9,70.3,61.0,58.9,78.8,74.3
2459072.0,3,3,3,3,3,3,0,3,74.2,70.3,60.5,58.9,79.0,74.3
2459073.0,3,3,0,0,3,0,0,3,73.5,70.3,59.9,58.9,76.6,74.3
2459074.0,0,3,3,3,3,3,3,0,73.1,70.4,59.2,58.9,76.7,74.2
2459075.0,3,3,0,3,3,3,0,3,72.3,70.4,59.1,58.9,78.6,74.2
2459076.0,3,7,3,0,3,3,3,3,70.8,70.4,58.5,58.9,77.8,74.2
2459077.0,0,0,3,3,3,0,3,3,70.6,70.5,57.4,58.9,76.7,74.2
2459078.0,3,7,3,3,3,3,3,3,70.9,70.6,59.7,58.9,74.8,74.3
2459079.0,3,3,3,3,3,0,0,3,70.8,70.6,59.4,58.9,69.9,74.3
2459080.0,7,7,7,7,7,3,3,15,71.3,70.7,59.1,59.0,74.9,74.4
2459081.0,15,7,3,3,3,3,3,3,70.5,70.8,59.2,59.0,74.1,74.5
2459082.0,3,3,0,3,3,0,3,3,69.9,70.8,59.4,59.1,76.1,74.5
2459083.0,3,3,3,3,3,3,7,3,70.9,70.9,59.9,59.1,76.1,74.6
2459084.0,3,7,7,7,7,7,7,15,70.0,70.9,59.5,59.1,76.4,74.7
2459085.0,7,7,7,7,7,3,3,15,70.6,71.0,59.8,59.2,72.9,74.7
2459086.0,3,3,0,3,3,0,0,0,70.3,71.0,59.9,59.2,72.0,74.8
2459087.0,3,3,3,3,3,3,3,3,70.6,71.1,59.3,59.2,70.6,74.9
2459088.0,7,7,3,7,3,7,7,7,70.4,71.1,59.2,59.3,72.2,74.9
2459089.0,15,7,7,7,15,3,3,3,70.0,71.1,58.9,59.3,72.2,74.9
2459090.0,0,0,3,7,7,48,7,15,70.1,71.2,59.2,59.3,74.8,74.9
2459091.0,15,15,27,15,3,7,15,15,70.2,71.2,59.0,59.3,73.4,74.9
2459092.0,7,27,7,7,7,7,3,15,70.0,71.3,59.0,59.3,74.4,74.9
2459093.0,27,48,15,48,27,27,27,15,69.2,71.3,58.5,59.3,72.4,75.0
2459094.0,15,27,15,15,15,15,7,15,69.5,71.3,58.0,59.4,74.5,75.0
2459095.0,15,15,15,7,7,7,3,3,68.3,71.4,58.7,59.4,73.7,75.0
2459096.0,3,0,3,3,3,3,0,7,70.0,71.4,58.6,59.4,74.5,75.1
2459097.0,15,3,7,15,15,7,7,3,69.7,71.5,58.9,59.4,74.3,75.1
2459098.0,7,7,7,7,7,3,3,0,69.2,71.5,58.8,59.5,73.6,75.2
2459099.0,7,3,0,3,3,3,3,3,69.5,71.5,58.4,59.5,74.7,75.2
2459100.0,3,3,3,3,3,3,0,0,70.2,71.6,58.7,59.5,73.7,75.2
2459101.0,3,3,3,3,3,3,3,0,69.9,71.6,58.8,59.5,72.1,75.2
2459102.0,3,0,0,0,0,0,0,0,69.7,71.6,58.5,59.4,71.3,75.2
2459103.0,0,0,0,0,0,0,3,3,69.3,71.6,58.5,59.4,72.9,75.2
2459104.0,3,0,3,0,0,3,3,3,68.7,71.7,57.9,59.4,70.3,75.2
2459105.0,7,7,15,7,0,3,3,3,69.3,71.7,57.0,59.4,70.7,75.2
2459106.0,3,7,7,3,0,7,3,15,69.8,71.7,56.8,59.4,69.7,75.2
2459107.0,15,15,15,15,15,3,3,7,68.9,71.7,56.8,59.4,70.2,75.2
2459108.0,15,15,7,7,3,3,3,3,68.8,71.7,56.7,59.4,69.3,75.2
2459109.0,0,3,3,3,0,3,3,0,69.5,71.7,57.1,59.4,69.5,75.1
2459110.0,3,3,7,3,3,0,0,3,69.7,71.8,56.9,59.4,69.3,75.1
2459111.0,3,0,0,3,7,15,3,0,69.9,72.0,57.0,59.4,68.4,75.1
2459112.0,0,7,3,0,0,3,3,0,70.6,72.1,57.5,59.4,73.3,75.2
2459113.0,0,0,0,7,7,3,3,7,70.2,72.2,57.4,59.5,70.4,75.2
2459114.0,3,0,0,3,0,3,3,3,71.3,72.2,58.1,59.6,68.7,75.3
2459115.0,7,15,7,7,3,3,3,3,72.4,72.3,58.7,59.7,73.0,75.3
2459116.0,7,3,7,7,27,7,27,15,73.3,72.4,59.0,59.7,72.9,75.4
2459117.0,15,27,48,27,15,15,3,3,73.6,72.5,60.0,59.8,76.3,75.4
2459118.0,15,27,15,15,7,48,15,27,73.4,72.7,59.9,59.9,78.3,75.5
2459119.0,27,48,27,27,48,15,7,15,72.6,73.0,60.2,60.0,78.1,75.6
2459120.0,7,27,7,7,7,15,48,80,74.1,73.3,59.7,60.1,77.5,75.8
2459121.0,48,48,27,27,27,27,27,48,73.9,73.5,60.4,60.1,80.6,76.1
2459122.0,27,15,15,15,15,7,15,15,72.8,73.8,60.9,60.2,79.5,76.3
2459123.0,27,27,15,15,7,7,15,15,73.3,74.0,60.5,60.3,76.8,76.4
2459124.0,15,7,7,27,15,15,7,7,72.8,74.2,60.8,60.4,77.0,76.7
2459125.0,7,15,7,15,15,7,7,7,72.2,74.4,60.3,60.5,77.0,76.8
2459126.0,7,7,7,7,3,3,3,3,71.8,74.6,60.2,60.6,76.2,77.1
2459127.0,3,7,3,3,3,3,0,3,71.2,74.7,59.5,60.7,75.6,77.3
2459128.0,0,3,3,3,7,15,27,7,72.3,74.9,59.8,60.8,74.3,77.5
2459129.0,15,27,7,3,3,3,3,3,71.7,75.0,59.4,60.9,73.1,77.6
2459130.0,3,3,3,3,7,7,3,3,70.7,75.1,58.5,61.0,72.9,77.7
2459131.0,3,3,3,0,3,0,0,3,71.6,75.2,58.4,61.1,71.6,77.8
2459132.0,3,0,3,0,0,0,0,0,73.1,75.2,58.8,61.2,72.2,78.0
2459133.0,0,0,3,3,0,3,3,0,73.6,75.3,60.0,61.3,73.5,78.1
2459134.0,0,0,3,3,0,3,3,3,72.9,75.5,59.9,61.4,77.1,78.3
2459135.0,3,0,0,3,3,3,3,3,73.8,75.7,59.5,61.5,75.8,78.5
2459136.0,3,3,3,3,0,3,3,3,72.3,75.9,59.4,61.6,74.6,78.7
2459137.0,0,0,0,0,0,0,0,0,74.5,76.2,60.3,61.8,77.1,78.8
2459138.0,0,0,0,0,0,3,3,3,73.8,76.6,59.9,62.0,77.1,79.0
2459139.0,3,3,3,3,0,3,3,3,75.3,77.1,60.6,62.2,76.8,79.4
2459140.0,3,7,7,3,3,0,3,7,73.1,77.5,60.9,62.4,76.3,79.7
2459141.0,3,0,0,0,0,0,3,3,75.9,77.9,61.6,62.6,78.1,80.1
2459142.0,3,3,3,7,15,7,7,3,74.8,78.4,61.3,62.8,77.7,80.6
2459143.0,7,7,3,3,0,0,3,3,74.7,79.0,61.1,63.1,80.2,81.0
2459144.0,15,7,27,15,3,3,3,3,73.7,79.5,61.1,63.3,78.7,81.5
2459145.0,15,3,3,0,3,3,3,7,74.9,79.9,61.0,63.6,79.5,82.0
2459146.0,3,3,3,3,7,15,27,27,72.5,80.4,61.0,63.9,82.0,82.5
2459147.0,27,27,27,15,7,15,15,7,72.1,80.8,60.8,64.1,83.0,82.9
2459148.0,15,7,15,15,27,15,27,7,74.2,81.1,60.9,64.4,81.1,83.4
2459149.0,7,27,15,15,27,7,15,15,75.0,81.5,61.6,64.6,78.8,83.8
2459150.0,7,7,27,15,3,0,7,7,82.4,81.8,63.0,64.8,82.0,84.1
2459151.0,7,15,7,7,15,15,15,15,87.6,82.0,63.6,65.0,85.3,84.4
2459152.0,7,15,15,15,15,27,7,7,84.6,82.2,64.3,65.1,84.6,84.7
2459153.0,7,7,3,3,3,0,3,7,79.6,82.3,64.8,65.3,82.4,84.9
2459154.0,3,3,15,7,7,7,0,3,76.8,82.5,65.4,65.5,81.4,85.1
2459155.0,3,3,7,7,15,15,15,3,77.3,82.6,66.1,65.6,81.3,85.3
2459156.0,0,0,3,3,3,0,3,3,81.6,82.7,65.8,65.7,81.0,85.5
2459157.0,7,0,3,3,0,0,0,3,82.9,82.8,64.6,65.8,78.6,85.6
2459158.0,3,3,3,3,0,0,3,0,88.1,82.9,65.0,65.9,84.6,85.7
2459159.0,0,0,3,3,7,3,3,7,90.7,83.1,65.2,66.0,85.9,85.9
2459160.0,7,7,7,7,7,15,7,7,93.8,83.2,65.9,66.1,88.4,86.0
2459161.0,3,3,3,3,3,7,15,15,90.6,83.3,66.5,66.2,91.5,86.1
2459162.0,7,7,7,3,3,3,3,0,90.0,83.4,67.2,66.3,93.2,86.2
2459163.0,0,0,0,0,0,0,0,0,90.0,83.5,67.4,66.4,88.9,86.2
2459164.0,0,0,0,3,0,0,0,0,86.8,83.6,67.3,66.4,94.7,86.4
2459165.0,0,0,0,3,3,3,7,7,88.1,83.7,67.0,66.5,89.8,86.5
2459166.0,3,0,7,3,3,0,3,0,85.1,83.9,67.1,66.6,92.0,86.7
2459167.0,3,3,3,3,3,0,3,3,82.0,84.0,67.2,66.8,90.0,86.9
2459168.0,0,3,3,0,3,0,7,3,80.0,84.2,67.7,66.9,86.7,87.2
2459169.0,7,7,0,0,0,3,0,0,79.0,84.4,67.4,67.0,82.7,87.4
2459170.0,0,0,0,0,3,0,0,0,77.0,84.6,67.5,67.2,80.4,87.7
2459171.0,0,3,0,3,3,3,0,3,79.0,84.8,67.0,67.3,84.2,88.0
2459172.0,7,3,3,0,0,0,3,3,77.0,85.0,65.7,67.5,84.8,88.3
2459173.0,3,0,0,7,0,0,3,7,77.0,85.2,66.6,67.6,86.9,88.6
2459174.0,15,15,7,7,3,0,7,3,82.0,85.3,66.3,67.7,85.6,88.9
2459175.0,7,7,3,3,15,15,15,27,85.0,85.4,67.3,67.8,86.7,89.1
2459176.0,15,27,27,27,48,27,27,15,88.0,85.5,69.1,67.9,89.9,89.3
2459177.0,7,15,7,7,3,7,7,7,96.0,85.6,71.2,68.0,87.8,89.4
2459178.0,7,3,0,3,3,3,3,3,100.0,85.7,73.1,68.1,92.7,89.5
2459179.0,3,15,3,7,3,7,7,15,104.0,85.7,74.8,68.1,99.8,89.6
2459180.0,7,3,3,3,7,7,15,7,106.0,85.7,76.1,68.2,103.3,89.6
2459181.0,3,15,15,15,15,7,3,3,106.0,85.7,77.2,68.2,105.2,89.7
2459182.0,15,15,15,7,7,7,7,7,110.0,85.7,77.9,68.2,108.1,89.7
2459183.0,3,7,15,7,7,7,3,3,116.0,85.7,78.5,68.2,107.9,89.7
2459184.0,3,15,15,7,3,3,0,3,109.0,85.7,78.7,68.2,109.0,89.7
2459185.0,3,0,0,0,0,0,0,3,104.0,85.7,78.7,68.2,111.3,89.6
2459186.0,3,3,7,3,0,3,3,3,105.0,85.7,78.5,68.2,110.6,89.6
2459187.0,3,0,0,0,3,7,0,0,103.0,85.7,77.7,68.1,110.1,89.4
2459188.0,0,0,0,0,0,0,0,3,96.0,85.7,76.3,68.1,107.4,89.3
2459189.0,0,0,3,3,7,3,7,3,100.0,85.7,75.6,68.1,102.2,89.3
2459190.0,7,3,3,3,7,3,7,7,91.0,85.7,73.6,68.1,94.9,89.2
2459191.0,3,0,3,3,0,3,0,0,90.0,85.6,72.5,68.0,91.7,89.2
2459192.0,3,7,7,3,3,0,3,3,82.0,85.5,70.2,68.0,88.9,89.1
2459193.0,7,15,7,3,0,7,15,7,82.0,85.4,69.9,67.9,91.6,89.0
2459194.0,27,15,3,3,3,3,3,7,82.0,85.3,69.4,67.9,89.1,89.0
2459195.0,15,15,3,3,0,3,7,3,83.0,85.3,69.0,67.9,84.1,89.0
2459196.0,7,3,3,3,3,3,3,7,82.0,85.3,68.7,67.9,85.7,89.1
2459197.0,15,3,0,0,3,3,7,3,81.0,85.3,68.5,67.9,85.6,89.1
2459198.0,0,0,0,3,0,3,7,3,83.0,85.2,68.2,67.9,86.5,89.3
2459199.0,7,0,3,0,0,0,3,3,83.0,85.1,68.2,67.9,87.5,89.3
2459200.0,3,3,0,0,0,3,3,3,82.0,84.9,67.8,67.9,88.1,89.3
2459201.0,3,3,0,0,0,0,0,3,82.0,84.7,67.2,67.9,88.0,89.3
2459202.0,0,0,3,3,3,3,3,0,82.0,84.5,65.9,67.9,85.5,89.2
2459203.0,3,0,3,7,7,3,3,3,82.0,84.4,67.3,67.9,85.9,89.1
2459204.0,3,3,7,3,3,3,0,3,84.0,84.2,67.3,67.8,86.8,89.1
2459205.0,7,15,7,7,7,3,7,27,80.0,84.0,67.7,67.8,89.7,88.9
2459206.0,15,15,15,15,7,15,15,7,86.0,83.9,68.6,67.7,92.7,88.8
2459207.0,15,27,15,15,7,3,7,7,86.0,83.7,69.8,67.6,93.4,88.6
2459208.0,3,15,7,7,15,15,3,7,87.0,83.6,71.0,67.5,98.0,88.4
2459209.0,15,7,3,3,7,3,0,0,88.0,83.5,70.6,67.4,93.1,88.2
2459210.0,0,7,3,0,3,3,7,7,88.0,83.5,70.5,67.4,95.0,88.1
2459211.0,7,7,3,7,7,3,3,7,88.0,83.4,70.8,67.3,95.8,88.0
2459212.0,7,7,7,7,7,3,3,7,87.0,83.3,70.7,67.2,97.3,87.9
2459213.0,15,7,3,3,3,7,3,15,84.0,83.3,69.8,67.1,96.3,87.7
2459214.0,15,15,7,7,7,3,3,15,83.0,83.3,69.3,67.0,94.1,87.6
2459215.0,7,3,0,3,0,0,3,3,81.0,83.1,68.3,66.9,94.5,87.4
2459216.0,0,0,3,3,0,3,3,3,80.0,83.0,67.3,66.8,91.2,87.3
2459217.0,3,0,0,3,0,0,3,3,82.0,82.8,66.7,66.7,88.4,87.0
2459218.0,0,3,0,0,0,3,0,3,80.0,82.5,66.3,66.5,85.7,86.9
2459219.0,3,0,3,3,0,0,3,3,78.0,82.2,65.0,66.4,82.2,86.6
2459220.0,7,3,3,3,27,15,7,15,75.0,81.8,63.0,66.2,78.9,86.3
2459221.0,15,15,27,7,7,3,3,3,74.0,81.3,62.1,65.9,80.4,86.0
2459222.0,3,7,3,3,3,3,3,15,75.0,80.9,61.5,65.7,81.0,85.6
2459223.0,3,0,0,0,3,0,0,0,75.0,80.4,61.3,65.5,76.1,85.2
2459224.0,3,3,3,3,0,0,0,0,74.0,79.9,60.9,65.3,76.2,84.9
2459225.0,3,3,3,0,0,3,3,3,73.0,79.4,60.2,65.0,75.0,84.5
2459226.0,3,0,0,7,27,27,27,27,73.0,79.1,59.6,64.8,75.2,84.1
2459227.0,27,15,7,7,3,3,3,3,73.0,78.7,58.8,64.6,73.3,83.7
2459228.0,3,3,3,3,3,3,3,3,73.0,78.4,58.6,64.4,74.7,83.3
2459229.0,0,0,0,3,0,0,0,3,74.0,78.1,59.1,64.2,74.8,83.0
2459230.0,7,0,0,0,0,3,3,0,73.0,77.9,59.6,64.1,76.2,82.8
2459231.0,3,7,3,3,3,3,3,3,78.0,77.8,60.3,63.9,77.8,82.6
2459232.0,3,7,0,0,3,0,0,3,77.0,77.7,60.9,63.8,76.6,82.5
2459233.0,3,7,0,0,3,0,3,7,75.0,77.6,61.0,63.7,79.2,82.4
2459234.0,15,7,3,3,7,3,3,3,78.0,77.6,61.9,63.7,82.0,82.3
2459235.0,3,3,15,7,7,7,3,3,77.0,77.4,62.8,63.6,81.3,82.1
2459236.0,0,3,0,3,0,0,0,3,78.0,77.3,64.9,63.5,86.6,82.0
2459237.0,3,0,0,0,3,3,3,3,78.0,77.2,65.7,63.4,85.9,81.9
2459238.0,3,0,3,7,0,3,3,7,78.0,77.2,66.3,63.3,89.4,81.8
2459239.0,3,7,7,0,3,3,7,7,78.0,77.1,66.5,63.2,87.7,81.7
2459240.0,7,3,27,27,7,15,15,48,77.0,77.0,66.4,63.2,87.1,81.6
2459241.0,27,27,7,3,7,7,7,7,76.0,77.0,65.6,63.1,86.6,81.4
2459242.0,15,15,7,7,7,15,3,15,76.0,77.0,64.3,63.0,87.2,81.3
2459243.0,15,3,3,3,0,0,0,0,76.0,77.0,64.4,63.0,84.6,81.2
2459244.0,3,7,3,0,3,0,0,3,76.0,77.0,63.5,63.0,85.2,81.1
2459245.0,0,3,0,0,3,3,0,0,74.0,76.9,63.5,62.9,80.4,81.0
2459246.0,3,0,0,0,0,0,0,3,73.0,76.8,62.1,62.9,79.8,80.9
2459247.0,7,7,0,0,3,7,7,7,74.0,76.8,61.2,62.8,76.3,80.7
2459248.0,27,27,27,15,27,15,7,7,73.0,76.7,60.7,62.7,75.2,80.6
2459249.0,15,15,7,7,3,15,27,15,74.0,76.5,59.9,62.6,65.8,80.4
2459250.0,7,15,15,7,7,0,3,7,74.0,76.4,60.1,62.5,75.2,80.2
2459251.0,15,7,7,7,3,3,3,3,73.0,76.3,60.1,62.4,75.2,80.0
2459252.0,3,0,0,0,7,15,27,7,73.0,76.1,60.0,62.3,74.0,79.8
2459253.0,48,48,27,27,15,7,7,7,73.0,76.0,59.3,62.2,74.0,79.6
2459254.0,3,7,3,7,3,3,3,15,74.0,75.9,59.3,62.1,72.4,79.5
2459255.0,7,7,7,7,3,0,0,0,70.0,75.8,59.0,62.1,74.2,79.3
2459256.0,3,0,3,3,3,0,0,0,74.0,75.8,58.9,62.1,73.6,79.2
2459257.0,3,3,7,3,3,3,0,0,76.0,75.8,58.8,62.0,72.5,79.1
2459258.0,0,3,0,0,3,7,7,15,72.0,75.8,59.3,62.0,75.8,79.1
2459259.0,15,15,7,27,15,3,3,7,71.0,75.8,59.1,62.0,71.9,79.1
2459260.0,7,3,7,3,3,3,3,0,71.0,75.8,58.5,62.0,74.8,79.1
2459261.0,3,0,7,3,3,3,7,15,70.0,75.9,58.4,62.0,74.5,79.2
